frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
613,2025-08-12 15:26:53.061711,192.168.159.241,192.168.159.198,63004,4840,TCP,117,20,736,11297,65431,,0,0,0,0,,,,,
614,2025-08-12 15:26:53.064909,192.168.159.241,192.168.159.198,63004,4840,TCP,111,20,799,11297,65431,,0,0,0,0,,,,,
615,2025-08-12 15:26:53.067105,192.168.159.241,192.168.159.198,63005,4840,TCP,66,21,0,0,65535,,0,0,0,0,,,,,
616,2025-08-12 15:26:53.072477,192.168.159.198,192.168.159.241,4840,63004,TCP,60,20,11297,857,8135,,0,0,0,0,,,,,
617,2025-08-12 15:26:53.080482,192.168.159.198,192.168.159.241,4840,63005,TCP,60,21,0,1,8192,,0,0,0,0,,,,,
618,2025-08-12 15:26:53.080635,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,1,1,65535,,0,0,0,0,,,,,
619,2025-08-12 15:26:53.081996,192.168.159.241,192.168.159.198,63005,4840,TCP,116,21,1,1,65535,,0,0,0,0,,,,,
620,2025-08-12 15:26:53.082468,192.168.159.198,192.168.159.241,4840,63004,TCP,106,20,11297,857,8135,,0,0,0,0,,,,,
621,2025-08-12 15:26:53.082558,192.168.159.241,192.168.159.198,63004,4840,TCP,54,20,857,11349,0,,0,0,0,0,,,,,
622,2025-08-12 15:26:53.124677,192.168.159.198,192.168.159.241,4840,63005,TCP,82,21,1,63,8192,,0,0,0,0,,,,,
623,2025-08-12 15:26:53.127979,192.168.159.241,192.168.159.198,63005,4840,TCP,187,21,63,29,65507,,0,0,0,0,,,,,
624,2025-08-12 15:26:53.150606,192.168.159.198,192.168.159.241,4840,63005,TCP,190,21,29,196,8192,,0,0,0,0,,,,,
625,2025-08-12 15:26:53.155152,192.168.159.241,192.168.159.198,63005,4840,TCP,355,21,196,165,65371,,0,0,0,0,,,,,
626,2025-08-12 15:26:53.263792,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,165,497,8192,,0,0,0,0,,,,,
627,2025-08-12 15:26:53.270792,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,1625,497,8192,,0,0,0,0,,,,,
628,2025-08-12 15:26:53.270853,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,497,3085,65535,,0,0,0,0,,,,,
629,2025-08-12 15:26:53.273763,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,3085,497,8192,,0,0,0,0,,,,,
630,2025-08-12 15:26:53.273763,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,4545,497,8192,,0,0,0,0,,,,,
631,2025-08-12 15:26:53.273815,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,497,6005,65535,,0,0,0,0,,,,,
632,2025-08-12 15:26:53.275861,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,6005,497,8192,,0,0,0,0,,,,,
633,2025-08-12 15:26:53.278735,192.168.159.198,192.168.159.241,4840,63005,TCP,946,21,7465,497,8192,,0,0,0,0,,,,,
634,2025-08-12 15:26:53.278773,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,497,8357,65535,,0,0,0,0,,,,,
635,2025-08-12 15:26:53.286650,192.168.159.198,192.168.159.241,4840,63005,TCP,1514,21,8357,497,8192,,0,0,0,0,,,,,
636,2025-08-12 15:26:53.289631,192.168.159.198,192.168.159.241,4840,63005,TCP,1430,21,9817,497,8192,,0,0,0,0,,,,,
637,2025-08-12 15:26:53.289711,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,497,11193,65535,,0,0,0,0,,,,,
638,2025-08-12 15:26:53.293497,192.168.159.241,192.168.159.198,63005,4840,TCP,171,21,497,11193,65535,,0,0,0,0,,,,,
639,2025-08-12 15:26:53.309511,192.168.159.198,192.168.159.241,4840,63005,TCP,106,21,11193,614,8192,,0,0,0,0,,,,,
640,2025-08-12 15:26:53.314204,192.168.159.241,192.168.159.198,63005,4840,TCP,170,21,614,11245,65483,,0,0,0,0,,,,,
641,2025-08-12 15:26:53.443826,192.168.159.198,192.168.159.241,4840,63005,TCP,106,21,11245,730,8192,,0,0,0,0,,,,,
642,2025-08-12 15:26:53.443967,192.168.159.241,192.168.159.198,63005,4840,TCP,117,21,730,11297,65431,,0,0,0,0,,,,,
643,2025-08-12 15:26:53.447404,192.168.159.241,192.168.159.198,63005,4840,TCP,111,21,793,11297,65431,,0,0,0,0,,,,,
644,2025-08-12 15:26:53.449347,192.168.159.241,192.168.159.198,63006,4840,TCP,66,22,0,0,65535,,0,0,0,0,,,,,
645,2025-08-12 15:26:53.456819,192.168.159.198,192.168.159.241,4840,63005,TCP,60,21,11297,851,8135,,0,0,0,0,,,,,
646,2025-08-12 15:26:53.461595,192.168.159.198,192.168.159.241,4840,63006,TCP,60,22,0,1,8192,,0,0,0,0,,,,,
647,2025-08-12 15:26:53.461749,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,1,1,65535,,0,0,0,0,,,,,
648,2025-08-12 15:26:53.463604,192.168.159.241,192.168.159.198,63006,4840,TCP,116,22,1,1,65535,,0,0,0,0,,,,,
649,2025-08-12 15:26:53.464480,192.168.159.198,192.168.159.241,4840,63005,TCP,106,21,11297,851,8135,,0,0,0,0,,,,,
650,2025-08-12 15:26:53.464571,192.168.159.241,192.168.159.198,63005,4840,TCP,54,21,851,11349,0,,0,0,0,0,,,,,
651,2025-08-12 15:26:53.521740,192.168.159.198,192.168.159.241,4840,63006,TCP,82,22,1,63,8192,,0,0,0,0,,,,,
652,2025-08-12 15:26:53.525516,192.168.159.241,192.168.159.198,63006,4840,TCP,187,22,63,29,65507,,0,0,0,0,,,,,
653,2025-08-12 15:26:53.542541,192.168.159.198,192.168.159.241,4840,63006,TCP,190,22,29,196,8192,,0,0,0,0,,,,,
654,2025-08-12 15:26:53.547571,192.168.159.241,192.168.159.198,63006,4840,TCP,355,22,196,165,65371,,0,0,0,0,,,,,
655,2025-08-12 15:26:53.657965,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,165,497,8192,,0,0,0,0,,,,,
656,2025-08-12 15:26:53.665983,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,1625,497,8192,,0,0,0,0,,,,,
657,2025-08-12 15:26:53.665983,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,3085,497,8192,,0,0,0,0,,,,,
658,2025-08-12 15:26:53.666053,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,497,4545,65535,,0,0,0,0,,,,,
659,2025-08-12 15:26:53.667979,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,4545,497,8192,,0,0,0,0,,,,,
660,2025-08-12 15:26:53.668045,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,497,6005,65535,,0,0,0,0,,,,,
661,2025-08-12 15:26:53.670943,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,6005,497,8192,,0,0,0,0,,,,,
662,2025-08-12 15:26:53.673897,192.168.159.198,192.168.159.241,4840,63006,TCP,946,22,7465,497,8192,,0,0,0,0,,,,,
663,2025-08-12 15:26:53.673975,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,497,8357,65535,,0,0,0,0,,,,,
664,2025-08-12 15:26:53.681678,192.168.159.198,192.168.159.241,4840,63006,TCP,1514,22,8357,497,8192,,0,0,0,0,,,,,
665,2025-08-12 15:26:53.683703,192.168.159.198,192.168.159.241,4840,63006,TCP,1430,22,9817,497,8192,,0,0,0,0,,,,,
666,2025-08-12 15:26:53.683761,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,497,11193,65535,,0,0,0,0,,,,,
667,2025-08-12 15:26:53.688146,192.168.159.241,192.168.159.198,63006,4840,TCP,171,22,497,11193,65535,,0,0,0,0,,,,,
668,2025-08-12 15:26:53.704620,192.168.159.198,192.168.159.241,4840,63006,TCP,106,22,11193,614,8192,,0,0,0,0,,,,,
669,2025-08-12 15:26:53.710024,192.168.159.241,192.168.159.198,63006,4840,TCP,218,22,614,11245,65483,,0,0,0,0,,,,,
670,2025-08-12 15:26:53.837799,192.168.159.198,192.168.159.241,4840,63006,TCP,106,22,11245,778,8192,,0,0,0,0,,,,,
671,2025-08-12 15:26:53.837946,192.168.159.241,192.168.159.198,63006,4840,TCP,117,22,778,11297,65431,,0,0,0,0,,,,,
672,2025-08-12 15:26:53.840943,192.168.159.241,192.168.159.198,63006,4840,TCP,111,22,841,11297,65431,,0,0,0,0,,,,,
673,2025-08-12 15:26:53.842663,192.168.159.241,192.168.159.198,63007,4840,TCP,66,23,0,0,65535,,0,0,0,0,,,,,
674,2025-08-12 15:26:53.845524,192.168.159.198,192.168.159.241,4840,63006,TCP,60,22,11297,899,8135,,0,0,0,0,,,,,
675,2025-08-12 15:26:53.853445,192.168.159.198,192.168.159.241,4840,63007,TCP,60,23,0,1,8192,,0,0,0,0,,,,,
676,2025-08-12 15:26:53.853585,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,1,1,65535,,0,0,0,0,,,,,
677,2025-08-12 15:26:53.855737,192.168.159.241,192.168.159.198,63007,4840,TCP,116,23,1,1,65535,,0,0,0,0,,,,,
678,2025-08-12 15:26:53.856446,192.168.159.198,192.168.159.241,4840,63006,TCP,106,22,11297,899,8135,,0,0,0,0,,,,,
679,2025-08-12 15:26:53.856523,192.168.159.241,192.168.159.198,63006,4840,TCP,54,22,899,11349,0,,0,0,0,0,,,,,
680,2025-08-12 15:26:53.900508,192.168.159.198,192.168.159.241,4840,63007,TCP,82,23,1,63,8192,,0,0,0,0,,,,,
681,2025-08-12 15:26:53.903577,192.168.159.241,192.168.159.198,63007,4840,TCP,187,23,63,29,65507,,0,0,0,0,,,,,
682,2025-08-12 15:26:53.924664,192.168.159.198,192.168.159.241,4840,63007,TCP,190,23,29,196,8192,,0,0,0,0,,,,,
683,2025-08-12 15:26:53.928914,192.168.159.241,192.168.159.198,63007,4840,TCP,355,23,196,165,65371,,0,0,0,0,,,,,
684,2025-08-12 15:26:54.038953,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,165,497,8192,,0,0,0,0,,,,,
685,2025-08-12 15:26:54.046595,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,1625,497,8192,,0,0,0,0,,,,,
686,2025-08-12 15:26:54.046595,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,3085,497,8192,,0,0,0,0,,,,,
687,2025-08-12 15:26:54.046655,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,497,4545,65535,,0,0,0,0,,,,,
688,2025-08-12 15:26:54.049590,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,4545,497,8192,,0,0,0,0,,,,,
689,2025-08-12 15:26:54.049617,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,497,6005,65535,,0,0,0,0,,,,,
690,2025-08-12 15:26:54.051575,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,6005,497,8192,,0,0,0,0,,,,,
691,2025-08-12 15:26:54.054552,192.168.159.198,192.168.159.241,4840,63007,TCP,946,23,7465,497,8192,,0,0,0,0,,,,,
692,2025-08-12 15:26:54.054603,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,497,8357,65535,,0,0,0,0,,,,,
693,2025-08-12 15:26:54.062618,192.168.159.198,192.168.159.241,4840,63007,TCP,1514,23,8357,497,8192,,0,0,0,0,,,,,
694,2025-08-12 15:26:54.062618,192.168.159.198,192.168.159.241,4840,63007,TCP,1430,23,9817,497,8192,,0,0,0,0,,,,,
695,2025-08-12 15:26:54.062674,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,497,11193,65535,,0,0,0,0,,,,,
696,2025-08-12 15:26:54.069501,192.168.159.241,192.168.159.198,63007,4840,TCP,171,23,497,11193,65535,,0,0,0,0,,,,,
697,2025-08-12 15:26:54.085611,192.168.159.198,192.168.159.241,4840,63007,TCP,106,23,11193,614,8192,,0,0,0,0,,,,,
698,2025-08-12 15:26:54.090503,192.168.159.241,192.168.159.198,63007,4840,TCP,204,23,614,11245,65483,,0,0,0,0,,,,,
699,2025-08-12 15:26:54.214550,192.168.159.198,192.168.159.241,4840,63007,TCP,106,23,11245,764,8192,,0,0,0,0,,,,,
700,2025-08-12 15:26:54.214713,192.168.159.241,192.168.159.198,63007,4840,TCP,117,23,764,11297,65431,,0,0,0,0,,,,,
701,2025-08-12 15:26:54.217639,192.168.159.241,192.168.159.198,63007,4840,TCP,111,23,827,11297,65431,,0,0,0,0,,,,,
702,2025-08-12 15:26:54.219468,192.168.159.241,192.168.159.198,63008,4840,TCP,66,24,0,0,65535,,0,0,0,0,,,,,
703,2025-08-12 15:26:54.221541,192.168.159.198,192.168.159.241,4840,63007,TCP,60,23,11297,885,8135,,0,0,0,0,,,,,
704,2025-08-12 15:26:54.226452,192.168.159.198,192.168.159.241,4840,63008,TCP,60,24,0,1,8192,,0,0,0,0,,,,,
705,2025-08-12 15:26:54.226617,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,1,1,65535,,0,0,0,0,,,,,
706,2025-08-12 15:26:54.228667,192.168.159.241,192.168.159.198,63008,4840,TCP,116,24,1,1,65535,,0,0,0,0,,,,,
707,2025-08-12 15:26:54.242563,192.168.159.198,192.168.159.241,4840,63007,TCP,106,23,11297,885,8135,,0,0,0,0,,,,,
708,2025-08-12 15:26:54.242670,192.168.159.241,192.168.159.198,63007,4840,TCP,54,23,885,11349,0,,0,0,0,0,,,,,
709,2025-08-12 15:26:54.286561,192.168.159.198,192.168.159.241,4840,63008,TCP,82,24,1,63,8192,,0,0,0,0,,,,,
710,2025-08-12 15:26:54.289258,192.168.159.241,192.168.159.198,63008,4840,TCP,187,24,63,29,65507,,0,0,0,0,,,,,
711,2025-08-12 15:26:54.313699,192.168.159.198,192.168.159.241,4840,63008,TCP,190,24,29,196,8192,,0,0,0,0,,,,,
712,2025-08-12 15:26:54.318475,192.168.159.241,192.168.159.198,63008,4840,TCP,355,24,196,165,65371,,0,0,0,0,,,,,
713,2025-08-12 15:26:54.433947,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,165,497,8192,,0,0,0,0,,,,,
714,2025-08-12 15:26:54.438595,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,1625,497,8192,,0,0,0,0,,,,,
715,2025-08-12 15:26:54.438650,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,497,3085,65535,,0,0,0,0,,,,,
716,2025-08-12 15:26:54.440718,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,3085,497,8192,,0,0,0,0,,,,,
717,2025-08-12 15:26:54.440718,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,4545,497,8192,,0,0,0,0,,,,,
718,2025-08-12 15:26:54.440778,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,497,6005,65535,,0,0,0,0,,,,,
719,2025-08-12 15:26:54.443796,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,6005,497,8192,,0,0,0,0,,,,,
720,2025-08-12 15:26:54.443796,192.168.159.198,192.168.159.241,4840,63008,TCP,946,24,7465,497,8192,,0,0,0,0,,,,,
721,2025-08-12 15:26:54.443960,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,497,8357,65535,,0,0,0,0,,,,,
722,2025-08-12 15:26:54.451644,192.168.159.198,192.168.159.241,4840,63008,TCP,1514,24,8357,497,8192,,0,0,0,0,,,,,
723,2025-08-12 15:26:54.453607,192.168.159.198,192.168.159.241,4840,63008,TCP,1430,24,9817,497,8192,,0,0,0,0,,,,,
724,2025-08-12 15:26:54.453702,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,497,11193,65535,,0,0,0,0,,,,,
725,2025-08-12 15:26:54.460352,192.168.159.241,192.168.159.198,63008,4840,TCP,171,24,497,11193,65535,,0,0,0,0,,,,,
726,2025-08-12 15:26:54.477859,192.168.159.198,192.168.159.241,4840,63008,TCP,106,24,11193,614,8192,,0,0,0,0,,,,,
727,2025-08-12 15:26:54.483652,192.168.159.241,192.168.159.198,63008,4840,TCP,172,24,614,11245,65483,,0,0,0,0,,,,,
728,2025-08-12 15:26:54.610722,192.168.159.198,192.168.159.241,4840,63008,TCP,106,24,11245,732,8192,,0,0,0,0,,,,,
729,2025-08-12 15:26:54.610869,192.168.159.241,192.168.159.198,63008,4840,TCP,117,24,732,11297,65431,,0,0,0,0,,,,,
730,2025-08-12 15:26:54.613688,192.168.159.241,192.168.159.198,63008,4840,TCP,111,24,795,11297,65431,,0,0,0,0,,,,,
731,2025-08-12 15:26:54.615479,192.168.159.241,192.168.159.198,63009,4840,TCP,66,25,0,0,65535,,0,0,0,0,,,,,
732,2025-08-12 15:26:54.623504,192.168.159.198,192.168.159.241,4840,63008,TCP,60,24,11297,853,8135,,0,0,0,0,,,,,
733,2025-08-12 15:26:54.628549,192.168.159.198,192.168.159.241,4840,63009,TCP,60,25,0,1,8192,,0,0,0,0,,,,,
734,2025-08-12 15:26:54.628718,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,1,1,65535,,0,0,0,0,,,,,
735,2025-08-12 15:26:54.630922,192.168.159.241,192.168.159.198,63009,4840,TCP,116,25,1,1,65535,,0,0,0,0,,,,,
736,2025-08-12 15:26:54.631440,192.168.159.198,192.168.159.241,4840,63008,TCP,106,24,11297,853,8135,,0,0,0,0,,,,,
737,2025-08-12 15:26:54.631505,192.168.159.241,192.168.159.198,63008,4840,TCP,54,24,853,11349,0,,0,0,0,0,,,,,
738,2025-08-12 15:26:54.686562,192.168.159.198,192.168.159.241,4840,63009,TCP,82,25,1,63,8192,,0,0,0,0,,,,,
739,2025-08-12 15:26:54.689743,192.168.159.241,192.168.159.198,63009,4840,TCP,187,25,63,29,65507,,0,0,0,0,,,,,
740,2025-08-12 15:26:54.707555,192.168.159.198,192.168.159.241,4840,63009,TCP,190,25,29,196,8192,,0,0,0,0,,,,,
741,2025-08-12 15:26:54.711226,192.168.159.241,192.168.159.198,63009,4840,TCP,355,25,196,165,65371,,0,0,0,0,,,,,
742,2025-08-12 15:26:54.829958,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,165,497,8192,,0,0,0,0,,,,,
743,2025-08-12 15:26:54.829958,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,1625,497,8192,,0,0,0,0,,,,,
744,2025-08-12 15:26:54.830110,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,497,3085,65535,,0,0,0,0,,,,,
745,2025-08-12 15:26:54.832678,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,3085,497,8192,,0,0,0,0,,,,,
746,2025-08-12 15:26:54.832678,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,4545,497,8192,,0,0,0,0,,,,,
747,2025-08-12 15:26:54.832737,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,497,6005,65535,,0,0,0,0,,,,,
748,2025-08-12 15:26:54.835589,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,6005,497,8192,,0,0,0,0,,,,,
749,2025-08-12 15:26:54.837595,192.168.159.198,192.168.159.241,4840,63009,TCP,946,25,7465,497,8192,,0,0,0,0,,,,,
750,2025-08-12 15:26:54.837639,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,497,8357,65535,,0,0,0,0,,,,,
751,2025-08-12 15:26:54.845582,192.168.159.198,192.168.159.241,4840,63009,TCP,1514,25,8357,497,8192,,0,0,0,0,,,,,
752,2025-08-12 15:26:54.845582,192.168.159.198,192.168.159.241,4840,63009,TCP,1430,25,9817,497,8192,,0,0,0,0,,,,,
753,2025-08-12 15:26:54.845657,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,497,11193,65535,,0,0,0,0,,,,,
754,2025-08-12 15:26:54.851568,192.168.159.241,192.168.159.198,63009,4840,TCP,171,25,497,11193,65535,,0,0,0,0,,,,,
755,2025-08-12 15:26:54.868661,192.168.159.198,192.168.159.241,4840,63009,TCP,106,25,11193,614,8192,,0,0,0,0,,,,,
756,2025-08-12 15:26:54.873808,192.168.159.241,192.168.159.198,63009,4840,TCP,197,25,614,11245,65483,,0,0,0,0,,,,,
757,2025-08-12 15:26:54.983554,192.168.159.198,192.168.159.241,4840,63009,TCP,60,25,11245,757,8192,,0,0,0,0,,,,,
758,2025-08-12 15:26:54.983634,192.168.159.241,192.168.159.198,63009,4840,TCP,117,25,757,11245,65483,,0,0,0,0,,,,,
759,2025-08-12 15:26:55.004509,192.168.159.198,192.168.159.241,4840,63009,TCP,106,25,11245,820,8129,,0,0,0,0,,,,,
760,2025-08-12 15:26:55.005826,192.168.159.241,192.168.159.198,63009,4840,TCP,111,25,820,11297,65431,,0,0,0,0,,,,,
761,2025-08-12 15:26:55.007493,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,877,11297,65431,,0,0,0,0,,,,,
762,2025-08-12 15:26:55.009438,192.168.159.241,192.168.159.198,63010,4840,TCP,66,26,0,0,65535,,0,0,0,0,,,,,
763,2025-08-12 15:26:55.012379,192.168.159.198,192.168.159.241,4840,63009,TCP,60,25,11297,878,8135,,0,0,0,0,,,,,
764,2025-08-12 15:26:55.015374,192.168.159.198,192.168.159.241,4840,63010,TCP,60,26,0,1,8192,,0,0,0,0,,,,,
765,2025-08-12 15:26:55.015505,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,1,1,65535,,0,0,0,0,,,,,
766,2025-08-12 15:26:55.016482,192.168.159.241,192.168.159.198,63010,4840,TCP,116,26,1,1,65535,,0,0,0,0,,,,,
767,2025-08-12 15:26:55.033416,192.168.159.198,192.168.159.241,4840,63009,TCP,106,25,11297,878,8135,,0,0,0,0,,,,,
768,2025-08-12 15:26:55.033512,192.168.159.241,192.168.159.198,63009,4840,TCP,54,25,878,11349,0,,0,0,0,0,,,,,
769,2025-08-12 15:26:55.082517,192.168.159.198,192.168.159.241,4840,63010,TCP,82,26,1,63,8192,,0,0,0,0,,,,,
770,2025-08-12 15:26:55.085203,192.168.159.241,192.168.159.198,63010,4840,TCP,187,26,63,29,65507,,0,0,0,0,,,,,
771,2025-08-12 15:26:55.104614,192.168.159.198,192.168.159.241,4840,63010,TCP,190,26,29,196,8192,,0,0,0,0,,,,,
772,2025-08-12 15:26:55.108492,192.168.159.241,192.168.159.198,63010,4840,TCP,355,26,196,165,65371,,0,0,0,0,,,,,
773,2025-08-12 15:26:55.226940,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,165,497,8192,,0,0,0,0,,,,,
774,2025-08-12 15:26:55.228638,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,1625,497,8192,,0,0,0,0,,,,,
775,2025-08-12 15:26:55.228710,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,497,3085,65535,,0,0,0,0,,,,,
776,2025-08-12 15:26:55.231632,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,3085,497,8192,,0,0,0,0,,,,,
777,2025-08-12 15:26:55.231632,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,4545,497,8192,,0,0,0,0,,,,,
778,2025-08-12 15:26:55.231689,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,497,6005,65535,,0,0,0,0,,,,,
779,2025-08-12 15:26:55.234643,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,6005,497,8192,,0,0,0,0,,,,,
780,2025-08-12 15:26:55.234643,192.168.159.198,192.168.159.241,4840,63010,TCP,946,26,7465,497,8192,,0,0,0,0,,,,,
781,2025-08-12 15:26:55.234715,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,497,8357,65535,,0,0,0,0,,,,,
782,2025-08-12 15:26:55.242570,192.168.159.198,192.168.159.241,4840,63010,TCP,1514,26,8357,497,8192,,0,0,0,0,,,,,
783,2025-08-12 15:26:55.244610,192.168.159.198,192.168.159.241,4840,63010,TCP,1430,26,9817,497,8192,,0,0,0,0,,,,,
784,2025-08-12 15:26:55.244731,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,497,11193,65535,,0,0,0,0,,,,,
785,2025-08-12 15:26:55.250243,192.168.159.241,192.168.159.198,63010,4840,TCP,171,26,497,11193,65535,,0,0,0,0,,,,,
786,2025-08-12 15:26:55.268498,192.168.159.198,192.168.159.241,4840,63010,TCP,106,26,11193,614,8192,,0,0,0,0,,,,,
787,2025-08-12 15:26:55.271493,192.168.159.241,192.168.159.198,63010,4840,TCP,205,26,614,11245,65483,,0,0,0,0,,,,,
788,2025-08-12 15:26:55.385448,192.168.159.198,192.168.159.241,4840,63010,TCP,60,26,11245,765,8192,,0,0,0,0,,,,,
789,2025-08-12 15:26:55.385509,192.168.159.241,192.168.159.198,63010,4840,TCP,117,26,765,11245,65483,,0,0,0,0,,,,,
790,2025-08-12 15:26:55.401481,192.168.159.198,192.168.159.241,4840,63010,TCP,106,26,11245,828,8129,,0,0,0,0,,,,,
791,2025-08-12 15:26:55.402501,192.168.159.241,192.168.159.198,63010,4840,TCP,111,26,828,11297,65431,,0,0,0,0,,,,,
792,2025-08-12 15:26:55.403947,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,885,11297,65431,,0,0,0,0,,,,,
793,2025-08-12 15:26:55.405470,192.168.159.241,192.168.159.198,63011,4840,TCP,66,27,0,0,65535,,0,0,0,0,,,,,
794,2025-08-12 15:26:55.406377,192.168.159.198,192.168.159.241,4840,63010,TCP,60,26,11297,886,8135,,0,0,0,0,,,,,
795,2025-08-12 15:26:55.409343,192.168.159.198,192.168.159.241,4840,63011,TCP,60,27,0,1,8192,,0,0,0,0,,,,,
796,2025-08-12 15:26:55.409428,192.168.159.241,192.168.159.198,63011,4840,TCP,54,27,1,1,65535,,0,0,0,0,,,,,
797,2025-08-12 15:26:55.410617,192.168.159.241,192.168.159.198,63011,4840,TCP,116,27,1,1,65535,,0,0,0,0,,,,,
798,2025-08-12 15:26:55.432485,192.168.159.198,192.168.159.241,4840,63010,TCP,106,26,11297,886,8135,,0,0,0,0,,,,,
799,2025-08-12 15:26:55.432584,192.168.159.241,192.168.159.198,63010,4840,TCP,54,26,886,11349,0,,0,0,0,0,,,,,
800,2025-08-12 15:26:55.471513,192.168.159.198,192.168.159.241,4840,63011,TCP,82,27,1,63,8192,,0,0,0,0,,,,,
801,2025-08-12 15:26:55.475210,192.168.159.241,192.168.159.198,63011,4840,TCP,187,27,63,29,65507,,0,0,0,0,,,,,
802,2025-08-12 15:26:55.492527,192.168.159.198,192.168.159.241,4840,63011,TCP,190,27,29,196,8192,,0,0,0,0,,,,,
803,2025-08-12 15:26:55.496706,192.168.159.241,192.168.159.198,63011,4840,TCP,355,27,196,165,65371,,0,0,0,0,,,,,
804,2025-08-12 15:26:55.612844,192.168.159.198,192.168.159.241,4840,63011,TCP,1514,27,165,497,8192,,0,0,0,0,,,,,
805,2025-08-12 15:26:55.618546,192.168.159.198,192.168.159.241,4840,63011,TCP,1514,27,1625,497,8192,,0,0,0,0,,,,,
806,2025-08-12 15:26:55.618610,192.168.159.241,192.168.159.198,63011,4840,TCP,54,27,497,3085,65535,,0,0,0,0,,,,,
807,2025-08-12 15:26:55.620768,192.168.159.198,192.168.159.241,4840,63011,TCP,1514,27,3085,497,8192,,0,0,0,0,,,,,
808,2025-08-12 15:26:55.620768,192.168.159.198,192.168.159.241,4840,63011,TCP,1514,27,4545,497,8192,,0,0,0,0,,,,,
809,2025-08-12 15:26:55.620863,192.168.159.241,192.168.159.198,63011,4840,TCP,54,27,497,6005,65535,,0,0,0,0,,,,,
810,2025-08-12 15:26:55.623701,192.168.159.198,192.168.159.241,4840,63011,TCP,1514,27,6005,497,8192,,0,0,0,0,,,,,
