"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.159.241","239.255.255.250","UDP/XML","698","51697  >  3702 Len=656"
"2","0.000479","fe80::85a4:4fb8:dd29:d0aa","ff02::c","UDP/XML","718","51698  >  3702 Len=656"
"3","0.051145","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"4","0.516259","TPLink_73:76:c4","Broadcast","Realtek","60",""
"5","0.554081","192.168.159.241","239.255.255.250","UDP/XML","698","51697  >  3702 Len=656"
"6","0.570366","fe80::85a4:4fb8:dd29:d0aa","ff02::c","UDP/XML","718","51698  >  3702 Len=656"
"7","1.516461","TPLink_73:76:c4","Broadcast","Realtek","60",""
"8","1.636771","192.168.159.241","239.255.255.250","UDP/XML","698","51697  >  3702 Len=656"
"9","1.715745","fe80::85a4:4fb8:dd29:d0aa","ff02::c","UDP/XML","718","51698  >  3702 Len=656"
"10","2.002882","192.168.159.241","192.168.159.198","TCP","66","62984  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"11","2.004747","192.168.159.198","192.168.159.241","TCP","60","4840  >  62984 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"12","2.004863","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"13","2.005471","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"14","2.039687","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"15","2.041965","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"16","2.057698","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"17","2.062124","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"18","2.179947","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 25]"
"19","2.180962","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 25]"
"20","2.181037","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"21","2.182961","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 25]"
"22","2.182961","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 25]"
"23","2.183030","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"24","2.185889","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 25]"
"25","2.185889","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"26","2.185955","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"27","2.195985","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62984 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 28]"
"28","2.195985","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"29","2.196113","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"30","2.203393","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"31","2.219793","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"32","2.224361","192.168.159.241","192.168.159.198","OpcUa","182","UA Secure Conversation Message: ReadRequest"
"33","2.349664","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"34","2.349800","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"35","2.352100","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"36","2.360637","192.168.159.198","192.168.159.241","TCP","60","4840  >  62984 [ACK] Seq=11297 Ack=863 Win=8135 Len=0"
"37","2.368575","192.168.159.241","192.168.159.198","TCP","66","62985  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"38","2.368638","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"39","2.368739","192.168.159.241","192.168.159.198","TCP","54","62984  >  4840 [RST, ACK] Seq=863 Ack=11349 Win=0 Len=0"
"40","2.381629","192.168.159.198","192.168.159.241","TCP","60","4840  >  62985 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"41","2.381768","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"42","2.383409","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"43","2.431644","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"44","2.434846","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"45","2.437370","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"46","2.449679","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"47","2.453819","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"48","2.517398","TPLink_73:76:c4","Broadcast","Realtek","60",""
"49","2.566971","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 56]"
"50","2.569934","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 56]"
"51","2.570019","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"52","2.574920","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 56]"
"53","2.574920","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 56]"
"54","2.575013","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"55","2.577849","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 56]"
"56","2.577849","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"57","2.577944","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"58","2.587856","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62985 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 59]"
"59","2.587856","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"60","2.587976","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"61","2.595510","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"62","2.611654","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"63","2.616420","192.168.159.241","192.168.159.198","OpcUa","195","UA Secure Conversation Message: ReadRequest"
"64","2.739756","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"65","2.739881","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"66","2.742700","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"67","2.744708","192.168.159.241","192.168.159.198","TCP","66","62986  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"68","2.747763","192.168.159.198","192.168.159.241","TCP","60","4840  >  62985 [ACK] Seq=11297 Ack=876 Win=8135 Len=0"
"69","2.750752","192.168.159.198","192.168.159.241","TCP","60","4840  >  62986 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"70","2.750897","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"71","2.752960","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"72","2.763722","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"73","2.763860","192.168.159.241","192.168.159.198","TCP","54","62985  >  4840 [RST, ACK] Seq=876 Ack=11349 Win=0 Len=0"
"74","2.812843","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"75","2.816361","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"76","2.831714","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"77","2.835906","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"78","2.948787","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 85]"
"79","2.951751","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 85]"
"80","2.951793","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"81","2.958777","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 85]"
"82","2.959760","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 85]"
"83","2.959796","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"84","2.961756","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 85]"
"85","2.961756","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"86","2.961818","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"87","2.969796","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62986 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 88]"
"88","2.971843","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"89","2.971950","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"90","2.978132","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"91","2.995582","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"92","2.998331","192.168.159.241","192.168.159.198","OpcUa","195","UA Secure Conversation Message: ReadRequest"
"93","3.125584","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"94","3.125649","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"95","3.126681","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"96","3.127670","192.168.159.241","192.168.159.198","TCP","66","62987  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"97","3.131563","192.168.159.198","192.168.159.241","TCP","60","4840  >  62986 [ACK] Seq=11297 Ack=876 Win=8135 Len=0"
"98","3.131563","192.168.159.198","192.168.159.241","TCP","60","4840  >  62987 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"99","3.131655","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"100","3.132292","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"101","3.155593","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"102","3.155677","192.168.159.241","192.168.159.198","TCP","54","62986  >  4840 [RST, ACK] Seq=876 Ack=11349 Win=0 Len=0"
"103","3.199567","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"104","3.200725","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"105","3.220578","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"106","3.222410","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"107","3.332854","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 114]"
"108","3.335747","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 114]"
"109","3.335784","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"110","3.342813","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 114]"
"111","3.343804","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 114]"
"112","3.343833","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"113","3.345839","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 114]"
"114","3.345839","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"115","3.345874","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"116","3.356795","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62987 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 117]"
"117","3.358848","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"118","3.358915","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"119","3.361160","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"120","3.374675","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"121","3.377099","192.168.159.241","192.168.159.198","OpcUa","205","UA Secure Conversation Message: ReadRequest"
"122","3.484965","192.168.159.198","192.168.159.241","TCP","60","4840  >  62987 [ACK] Seq=11245 Ack=765 Win=8192 Len=0"
"123","3.485055","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"124","3.510848","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"125","3.512469","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"126","3.514539","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [FIN, ACK] Seq=885 Ack=11297 Win=65431 Len=0"
"127","3.516850","192.168.159.241","192.168.159.198","TCP","66","62988  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"128","3.520206","TPLink_73:76:c4","Broadcast","Realtek","60",""
"129","3.525707","192.168.159.198","192.168.159.241","TCP","60","4840  >  62987 [ACK] Seq=11297 Ack=886 Win=8135 Len=0"
"130","3.528702","192.168.159.198","192.168.159.241","TCP","60","4840  >  62988 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"131","3.528851","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"132","3.530504","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"133","3.533691","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"134","3.533769","192.168.159.241","192.168.159.198","TCP","54","62987  >  4840 [RST, ACK] Seq=886 Ack=11349 Win=0 Len=0"
"135","3.583678","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"136","3.586525","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"137","3.604741","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"138","3.608962","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"139","3.640975","192.168.159.241","239.255.255.250","UDP/XML","698","51697  >  3702 Len=656"
"140","3.720977","fe80::85a4:4fb8:dd29:d0aa","ff02::c","UDP/XML","718","51698  >  3702 Len=656"
"141","3.724870","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 148]"
"142","3.724870","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 148]"
"143","3.725001","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"144","3.726889","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 148]"
"145","3.734848","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 148]"
"146","3.734848","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 148]"
"147","3.734929","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [ACK] Seq=497 Ack=7465 Win=65535 Len=0"
"148","3.735767","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"149","3.735842","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [ACK] Seq=497 Ack=8357 Win=64643 Len=0"
"150","3.743065","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62988 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 151]"
"151","3.745819","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"152","3.745924","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"153","3.750716","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"154","3.765701","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"155","3.769958","192.168.159.241","192.168.159.198","OpcUa","196","UA Secure Conversation Message: ReadRequest"
"156","3.891791","192.168.159.198","192.168.159.241","TCP","60","4840  >  62988 [ACK] Seq=11245 Ack=756 Win=8192 Len=0"
"157","3.891857","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"158","3.899692","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"159","3.901263","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"160","3.903239","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [FIN, ACK] Seq=876 Ack=11297 Win=65431 Len=0"
"161","3.905518","192.168.159.241","192.168.159.198","TCP","66","62989  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"162","3.909773","192.168.159.198","192.168.159.241","TCP","60","4840  >  62988 [ACK] Seq=11297 Ack=877 Win=8135 Len=0"
"163","3.917715","192.168.159.198","192.168.159.241","TCP","60","4840  >  62989 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"164","3.917873","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"165","3.919999","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"166","3.920587","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"167","3.920671","192.168.159.241","192.168.159.198","TCP","54","62988  >  4840 [RST, ACK] Seq=877 Ack=11349 Win=0 Len=0"
"168","3.967699","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"169","3.971630","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"170","3.985761","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"171","3.990891","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"172","4.100745","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 179]"
"173","4.110722","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 179]"
"174","4.110722","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 179]"
"175","4.110838","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [ACK] Seq=497 Ack=4545 Win=65535 Len=0"
"176","4.113731","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 179]"
"177","4.113862","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"178","4.116707","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 179]"
"179","4.118817","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"180","4.118916","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"181","4.126754","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62989 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 182]"
"182","4.126754","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"183","4.126853","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"184","4.135598","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"185","4.150615","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"186","4.154235","192.168.159.241","192.168.159.198","OpcUa","174","UA Secure Conversation Message: ReadRequest"
"187","4.281603","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"188","4.281716","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"189","4.284726","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"190","4.287023","192.168.159.241","192.168.159.198","TCP","66","62990  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"191","4.288665","192.168.159.198","192.168.159.241","TCP","60","4840  >  62989 [ACK] Seq=11297 Ack=855 Win=8135 Len=0"
"192","4.296560","192.168.159.198","192.168.159.241","TCP","60","4840  >  62990 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"193","4.296715","192.168.159.241","192.168.159.198","TCP","54","62990  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"194","4.298580","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"195","4.309733","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"196","4.309832","192.168.159.241","192.168.159.198","TCP","54","62989  >  4840 [RST, ACK] Seq=855 Ack=11349 Win=0 Len=0"
"197","4.353672","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"198","4.356795","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"199","4.372698","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"200","4.376171","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"201","4.493047","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 208]"
"202","4.501040","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 208]"
"203","4.501040","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 208]"
"204","4.501117","192.168.159.241","192.168.159.198","TCP","54","62990  >  4840 [ACK] Seq=497 Ack=4545 Win=65535 Len=0"
"205","4.503824","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 208]"
"206","4.503888","192.168.159.241","192.168.159.198","TCP","54","62990  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"207","4.505966","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 208]"
"208","4.505966","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"209","4.506062","192.168.159.241","192.168.159.198","TCP","54","62990  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"210","4.516858","192.168.159.198","192.168.159.241","TCP","1514","4840  >  62990 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 211]"
"211","4.516858","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"212","4.517006","192.168.159.241","192.168.159.198","TCP","54","62990  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"213","4.518953","TPLink_73:76:c4","Broadcast","Realtek","60",""
"214","4.523443","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"215","4.539679","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"216","4.544690","192.168.159.241","192.168.159.198","OpcUa","170","UA Secure Conversation Message: ReadRequest"
"217","4.672772","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
