"No.","Time","Source","Destination","Protocol","Length","Info"
"1183","17.256952","192.168.159.198","192.168.159.241","TCP","60","4840  >  63023 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1184","17.257087","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1185","17.259379","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1186","17.270114","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1187","17.270240","192.168.159.241","192.168.159.198","TCP","54","63022  >  4840 [RST, ACK] Seq=870 Ack=11349 Win=0 Len=0"
"1188","17.321989","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1189","17.325081","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1190","17.337954","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1191","17.342126","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1192","17.456055","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1199]"
"1193","17.457979","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1199]"
"1194","17.458023","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1195","17.466033","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1199]"
"1196","17.466033","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1199]"
"1197","17.466093","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1198","17.468372","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1199]"
"1199","17.469103","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1200","17.469198","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1201","17.479078","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63023 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1202]"
"1202","17.482040","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1203","17.482112","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1204","17.487087","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1205","17.501967","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1206","17.506031","192.168.159.241","192.168.159.198","OpcUa","167","UA Secure Conversation Message: ReadRequest"
"1207","17.528811","TPLink_73:76:c4","Broadcast","Realtek","60",""
"1208","17.631037","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1209","17.631157","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1210","17.633799","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1211","17.635651","192.168.159.241","192.168.159.198","TCP","66","63024  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1212","17.637838","192.168.159.198","192.168.159.241","TCP","60","4840  >  63023 [ACK] Seq=11297 Ack=848 Win=8135 Len=0"
"1213","17.643831","192.168.159.198","192.168.159.241","TCP","60","4840  >  63024 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1214","17.643951","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1215","17.646183","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1216","17.661866","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1217","17.661979","192.168.159.241","192.168.159.198","TCP","54","63023  >  4840 [RST, ACK] Seq=848 Ack=11349 Win=0 Len=0"
"1218","17.705865","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1219","17.708385","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1220","17.729963","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1221","17.734019","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1222","17.850377","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1229]"
"1223","17.853085","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1229]"
"1224","17.853147","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1225","17.855122","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1229]"
"1226","17.855122","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1229]"
"1227","17.855175","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1228","17.858104","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1229]"
"1229","17.858104","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1230","17.858181","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1231","17.866115","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63024 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1232]"
"1232","17.868101","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1233","17.868193","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1234","17.874005","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1235","17.892030","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1236","17.896733","192.168.159.241","192.168.159.198","OpcUa","177","UA Secure Conversation Message: ReadRequest"
"1237","18.022316","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1238","18.022440","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1239","18.025647","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1240","18.027702","192.168.159.241","192.168.159.198","TCP","66","63025  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1241","18.032809","192.168.159.198","192.168.159.241","TCP","60","4840  >  63024 [ACK] Seq=11297 Ack=858 Win=8135 Len=0"
"1242","18.040843","192.168.159.198","192.168.159.241","TCP","60","4840  >  63025 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1243","18.041043","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1244","18.042913","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1245","18.043003","192.168.159.241","192.168.159.198","TCP","54","63024  >  4840 [RST, ACK] Seq=858 Ack=11349 Win=0 Len=0"
"1246","18.045623","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1247","18.101303","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1248","18.104545","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1249","18.121988","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1250","18.126486","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1251","18.239109","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1258]"
"1252","18.247295","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1258]"
"1253","18.247295","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1258]"
"1254","18.247401","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [ACK] Seq=497 Ack=4545 Win=65535 Len=0"
"1255","18.248095","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1258]"
"1256","18.248164","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1257","18.249165","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1258]"
"1258","18.252061","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1259","18.252135","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1260","18.257114","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63025 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1261]"
"1261","18.260055","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1262","18.260148","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1263","18.269158","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1264","18.285961","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1265","18.291429","192.168.159.241","192.168.159.198","OpcUa","167","UA Secure Conversation Message: ReadRequest"
"1266","18.420410","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1267","18.420563","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1268","18.423624","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1269","18.425660","192.168.159.241","192.168.159.198","TCP","66","63026  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1270","18.429806","192.168.159.198","192.168.159.241","TCP","60","4840  >  63025 [ACK] Seq=11297 Ack=848 Win=8135 Len=0"
"1271","18.437951","192.168.159.198","192.168.159.241","TCP","60","4840  >  63026 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1272","18.437951","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1273","18.438192","192.168.159.241","192.168.159.198","TCP","54","63025  >  4840 [RST, ACK] Seq=848 Ack=11349 Win=0 Len=0"
"1274","18.438232","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1275","18.440275","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1276","18.515947","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1277","18.519754","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1278","18.529477","TPLink_73:76:c4","Broadcast","Realtek","60",""
"1279","18.531803","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1280","18.535231","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1281","18.563392","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"1282","18.652298","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1289]"
"1283","18.659093","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1289]"
"1284","18.659159","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1285","18.660288","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1289]"
"1286","18.662272","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1289]"
"1287","18.662272","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1289]"
"1288","18.662333","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [ACK] Seq=497 Ack=7465 Win=65535 Len=0"
"1289","18.664948","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1290","18.665033","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [ACK] Seq=497 Ack=8357 Win=64643 Len=0"
"1291","18.672006","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63026 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1292]"
"1292","18.673028","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1293","18.673115","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1294","18.679943","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1295","18.698845","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1296","18.704135","192.168.159.241","192.168.159.198","OpcUa","209","UA Secure Conversation Message: ReadRequest"
"1297","18.829848","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1298","18.829973","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1299","18.832902","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1300","18.834721","192.168.159.241","192.168.159.198","TCP","66","63027  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1301","18.836788","192.168.159.198","192.168.159.241","TCP","60","4840  >  63026 [ACK] Seq=11297 Ack=890 Win=8135 Len=0"
"1302","18.844837","192.168.159.198","192.168.159.241","TCP","60","4840  >  63027 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1303","18.845023","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1304","18.846181","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1305","18.854800","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1306","18.854884","192.168.159.241","192.168.159.198","TCP","54","63026  >  4840 [RST, ACK] Seq=890 Ack=11349 Win=0 Len=0"
"1307","18.899917","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1308","18.902995","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1309","18.925888","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1310","18.929892","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1311","19.046055","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1318]"
"1312","19.046055","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1318]"
"1313","19.046143","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1314","19.049104","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1318]"
"1315","19.050894","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1318]"
"1316","19.050931","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1317","19.054029","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1318]"
"1318","19.054029","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1319","19.054097","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1320","19.061974","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63027 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1321]"
"1321","19.061974","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1322","19.062083","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1323","19.067402","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1324","19.085955","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1325","19.092120","192.168.159.241","192.168.159.198","OpcUa","173","UA Secure Conversation Message: ReadRequest"
"1326","19.218898","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1327","19.219040","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1328","19.222132","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1329","19.223911","192.168.159.241","192.168.159.198","TCP","66","63028  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1330","19.228757","192.168.159.198","192.168.159.241","TCP","60","4840  >  63027 [ACK] Seq=11297 Ack=854 Win=8135 Len=0"
"1331","19.236828","192.168.159.198","192.168.159.241","TCP","60","4840  >  63028 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1332","19.236977","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1333","19.238556","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1334","19.239920","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1335","19.240009","192.168.159.241","192.168.159.198","TCP","54","63027  >  4840 [RST, ACK] Seq=854 Ack=11349 Win=0 Len=0"
"1336","19.297011","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1337","19.300424","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1338","19.315825","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1339","19.320338","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1340","19.438320","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1347]"
"1341","19.438320","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1347]"
"1342","19.438479","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1343","19.441020","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1347]"
"1344","19.441020","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1347]"
"1345","19.441076","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1346","19.442924","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1347]"
"1347","19.443879","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1348","19.443923","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1349","19.451036","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63028 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1350]"
"1350","19.453892","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1351","19.453964","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1352","19.458469","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1353","19.471847","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1354","19.477027","192.168.159.241","192.168.159.198","OpcUa","163","UA Secure Conversation Message: ReadRequest"
"1355","19.532042","TPLink_73:76:c4","Broadcast","Realtek","60",""
"1356","19.592731","192.168.159.198","192.168.159.241","TCP","60","4840  >  63028 [ACK] Seq=11245 Ack=723 Win=8192 Len=0"
"1357","19.592788","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1358","19.605731","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1359","19.606469","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1360","19.607570","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [FIN, ACK] Seq=843 Ack=11297 Win=65431 Len=0"
"1361","19.608854","192.168.159.241","192.168.159.198","TCP","66","63029  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1362","19.613709","192.168.159.198","192.168.159.241","TCP","60","4840  >  63028 [ACK] Seq=11297 Ack=844 Win=8135 Len=0"
"1363","19.615726","192.168.159.198","192.168.159.241","TCP","60","4840  >  63029 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1364","19.615860","192.168.159.241","192.168.159.198","TCP","54","63029  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1365","19.616823","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1366","19.639743","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1367","19.639816","192.168.159.241","192.168.159.198","TCP","54","63028  >  4840 [RST, ACK] Seq=844 Ack=11349 Win=0 Len=0"
"1368","19.683712","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"1369","19.685476","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"1370","19.699749","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"1371","19.701582","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"1372","19.819930","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1379]"
"1373","19.824921","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1379]"
"1374","19.825005","192.168.159.241","192.168.159.198","TCP","54","63029  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"1375","19.827888","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1379]"
"1376","19.827888","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1379]"
"1377","19.827955","192.168.159.241","192.168.159.198","TCP","54","63029  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"1378","19.830871","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1379]"
"1379","19.832804","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"1380","19.832861","192.168.159.241","192.168.159.198","TCP","54","63029  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"1381","19.838966","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63029 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 1382]"
"1382","19.840882","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"1383","19.840984","192.168.159.241","192.168.159.198","TCP","54","63029  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"1384","19.845802","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"1385","19.861752","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1386","19.863970","192.168.159.241","192.168.159.198","OpcUa","163","UA Secure Conversation Message: ReadRequest"
"1387","19.989818","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"1388","19.989939","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"1389","19.992325","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"1390","19.994382","192.168.159.241","192.168.159.198","TCP","66","63030  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1391","19.994769","192.168.159.198","192.168.159.241","TCP","60","4840  >  63029 [ACK] Seq=11297 Ack=844 Win=8135 Len=0"
"1392","20.002748","192.168.159.198","192.168.159.241","TCP","60","4840  >  63030 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"1393","20.002968","192.168.159.241","192.168.159.198","TCP","54","63030  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1394","20.005175","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"1395","20.020827","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
